first_name,last_name,company,title,domain,email,phone,industry,country,linkedin_url
,,Majed Al-Yemani Oils Packing Factory,,hotmail.com,majed_cis@hotmail.com,0555483275,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Mohamed Abdulaziz Mohamed Almeheleb for  Re-refining Oil,,hotmail.com,qv37@hotmail.com,0506666637,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Najd Factory for Chemicals & Oils,,hotmail.com,kin.g.007@hotmail.com,0555464254,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Aljomaih and Shell Lubricating Oil Company,,aljomaihshell.com,admin@aljomaihshell.com,0553678512,صنع فحم الكوك والمنتجات النفطية المكررة,Riyadh,
,,Automatic Oil Recycling Factory,,hotmail.com,entajana@hotmail.com,0505106654,صنع فحم الكوك والمنتجات النفطية المكررة,Riyadh,
,,Global Lubricating Oil Company Factory,,hotmail.com,tamimi19709@hotmail.com,0509900033,صنع فحم الكوك والمنتجات النفطية المكررة,الزلفي,
,,Fonoun Oil  Factory for Industry,,hotmail.com,khazzan2000@hotmail.com,0550660009,صنع فحم الكوك والمنتجات النفطية المكررة,الزلفي,
,,Al-Haramain Factory for Re-refining Used Oil,,hotmail.com,sindi_r@hotmail.com,0541103444,صنع فحم الكوك والمنتجات النفطية المكررة,Medina,
,,Retage Oils Factory for Petroleum Derivatives,,hotmail.com,samri2003@hotmail.com,0557981234,صنع منتجات المطاط والبلاستك,Medina,
,,Sahm Al-Ostoura  Factory for Compressed Coal,,hotmail.com,sawad1970@hotmail.com,0582155000,صنع فحم الكوك والمنتجات النفطية المكررة,Tabuk,
,,Bravo Saudi Co. Factory for Refining Oils,,batterjeeholding.com,a.adel@batterjeeholding.com,0506364050,صنع المواد الكيميائية والمنتجات الكيميائية,Tabuk,
,,Reda National Company Factory for Improved Asphalt,,redanational.com,yousef.alrashid@redanational.com,0507303087,الصناعات التحويلية الأخرى,Tabuk,
,,Al-Rayat Factory for Recycling oils,,gmail.com,alrayatgroup@gmail.com,0554330409,صنع فحم الكوك والمنتجات النفطية المكررة,Jazan,
,,Telal Al-Kheir Factory for Re-refined Oils,,hotmail.com,bander_99@hotmail.com,0569968816,صنع فحم الكوك والمنتجات النفطية المكررة,Jazan,
,,Advanced Global Factory for Lubricating oils,,unilube.ae,admin-jeddah@unilube.ae,0503982832,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Branch of Nawafel Al-Arabia Oils Company Limited,,hotmail.com,nawafilarabicoils@hotmail.com,0555204935,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Al Majd Asphalt Emulsion Factory,,yahoo.com,kareamona2@yahoo.com,0500862047,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Lubricants Mixing Factory,,apsco-ksa.com,aawwad@apsco-ksa.com,0505513476,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Arabia Oils Factory,,yahoo.com,sainrex@yahoo.com,0505699964,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,"Al-Hamrani United Co. Factory for Radiator Fluid, Distilled Water, Brakes Oil and Lubricants Oil",,fuchs.com.sa,aidreesi@fuchs.com.sa,0552405885,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Al-Watani Al-Raqi Factory for Re-refining Oil,,alhadargroup.com,saleh@alhadargroup.com,0507676192,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Golden Oils Factory,,hotmail.com,golden-oils@hotmail.com,0567776064,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Al Solh Plant for Asphalt Products,,hip.com.sa,mbh@hip.com.sa,0539111069,الصناعات التحويلية الأخرى,Jeddah,
,,Al-Najma International Factory,,hotmail.com,s.i.p.s@hotmail.com,0555586725,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Sanad Co. Factory for Asphalt Products,,sanadgroup.com,zane@sanadgroup.com,0569786786,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Abdullah Bakheet Al-Nahdi Oils Factory,,hotmail.com,ssal-ssal@hotmail.com,0555678080,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Gulf Solvents Co. Factory,,windowslive.com,eaaa1@windowslive.com,0557906800,صنع فحم الكوك والمنتجات النفطية المكررة,Hail,
,,Local Refinery Factory for Re-refining Oils,,hotmail.com,m_almuraikhi@hotmail.com,0563335781,صنع فحم الكوك والمنتجات النفطية المكررة,حفر الباطن,
,,Saudi Indian Company for Re-Refining Lubricating Oils Factory,,yahoo.com,saudi_indian_company@yahoo.com,0505412964,صنع فحم الكوك والمنتجات النفطية المكررة,سدير,
,,Bashayer Al-Mostakbal Factory for Lubricats,,gmail.com,amedlej1385@gmail.com,0504104715,صنع فحم الكوك والمنتجات النفطية المكررة,سدير,
,,Al-Thalith Factory for Oil Refinery,,yahoo.com,alkarni_moha@yahoo.com,0505700701,صنع فحم الكوك والمنتجات النفطية المكررة,شقراء,
,,Amira Ibrahim Manea Factory for Re-refining Oils,,hotmail.com,mmn_009@hotmail.com,0555495394,صنع فحم الكوك والمنتجات النفطية المكررة,شقراء,
,,Abdullah Dgilip Al-Buqami Oils Factory,,gmail.com,4410710@gmail.com,0504410710,صنع المواد الكيميائية والمنتجات الكيميائية,شقراء,
,,Arad Company Factory for Oil,,hotmail.com,raaayd_21z@hotmail.com,0599524444,صنع فحم الكوك والمنتجات النفطية المكررة,شقراء,
,,Mubarak Saud Al-Zokaihan Oils Factory,,hotmail.it,icc@hotmail.it,0598999998,صنع فحم الكوك والمنتجات النفطية المكررة,شقراء,
,,Arabia Petroleum Lubricating Oil Factory,,hotmail.com,petro.a@hotmail.com,0540029129,صنع منتجات المطاط والبلاستك,عسيـــر,
,,"Dar Al-Majd Factory for Oils, Greases and Automotive Liquids",,hotmail.com,dar-almajd@hotmail.com,0503081681,صنع فحم الكوك والمنتجات النفطية المكررة,عسيـــر,
,,Saudi Petrogen Industries Factory,,saudi-pultrusion.com,majed@saudi-pultrusion.com,0505927000,صنع المواد الكيميائية والمنتجات الكيميائية,Al Ahsa,
,,Al-Thameen Co. Factory for Perfumes and Cosmetics,,althameen.com,info@althameen.com,0504815545,صنع المواد الكيميائية والمنتجات الكيميائية,Al Ahsa,
,,Al-Ahsa Factory for Engine Oils,,yahoo.com,ahsarefinery@yahoo.com,0505923723,صنع فحم الكوك والمنتجات النفطية المكررة,Al Ahsa,
,,Al-Shadi Polystyrene Products Factory,,hotmail.com,ash-shadi@hotmail.com,0504855562,صنع منتجات المطاط والبلاستك,Al Ahsa,
,,United Foam Manufacturing Co. Factory,,gawab.com,ghmm@gawab.com,0555872155,صنع منتجات المطاط والبلاستك,Al Ahsa,
,,Alwan Alwadi Factory for Paints and Pastes,,hotmail.com,aliaa22@hotmail.com,0504857432,صنع المواد الكيميائية والمنتجات الكيميائية,Al Ahsa,
,,Barak Industrial Gases Factory,,gmail.com,barrakgdf@gmail.com,0505919660,صنع المواد الكيميائية والمنتجات الكيميائية,Al Ahsa,
,,Kawthar Tanks Factory,,live.com,k.t.f@live.com,0504937685,صنع المعدات الكهربائية,Al Ahsa,
,,Branch of Al-Bashir Company Branch for Trading and Contracting,,yahoo.com,albushaierco@yahoo.com,0505922099,صنع منتجات المطاط والبلاستك,Al Ahsa,
,,Fahd Mukim Al-Qahtani Factory for Bitumen Mixtures,,hotmail.com,mugaem2003@hotmail.com,0503376542,صنع المواد الكيميائية والمنتجات الكيميائية,Al Ahsa,
,,Fahd Mukim Al-Qahtani Factory for Chemical Industries,,hotmail.com,mugaem2003@hotmail.com,0503376542,صنع المواد الكيميائية والمنتجات الكيميائية,Al Ahsa,
,,Banyan Al-Takoua for Metal Decoration and Coating,,hotmail.com,kmz4530@hotmail.com,0555774530,صنع الاثاث,Al Bahah,
,,Arabian Carbonate,,gmail.com,ahmedalreshaid@gmail.com,0534451090,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Deakin for Detergents,,gmail.com,info.dakeen@gmail.com,0544510510,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al-Jazira  Factory Co. for Cosmetics,,yahoo.com,jaziraa@yahoo.com,0555007733,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al Sama Inks & Printing Plates Factory Co.,,yahoo.com,aalsama@yahoo.com,0558866113,الطباعة,Al Kharj,
,,Al-Etihad Factory for Paints,,gmail.com,edarah1881@gmail.com,0505995666,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,"Al-Halif for Colored Dust, Paints and Solvents",,haleefgroup.com,info@haleefgroup.com,0545511117,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al Doofa Factory For Paints & Water Proofing Materials,,aldoofa.com,info@aldoofa.com,0555111648,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Visual Vision Factory for Industry,,hotmail.com,n-alrasheed@hotmail.com,0593841234,صنع الحواسيب والمنتجات الإلكترونية والبصرية,Al Kharj,
,,Specialized Chemicals Trading Co. Factory for Diluted Acids and Alkalines,,schemt.com,aalbabtain@schemt.com,0503225628,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Arabian Industrial Gases Company Factory,,gmail.com,ratajaldar@gmail.com,0500649955,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,White Giant Detergents Factory,,hotmail.com,mjd-737@hotmail.com,0505283270,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al-Nisr Modern Chemical Production Factory,,gmail.com,eagl.factory1@gmail.com,0509090480,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al-Wasalat Al-Saudia Factory for Industries,,gmail.com,saudifitting@gmail.com,0505559854,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Gulf Resins Factory for Industrial Resins,,msn.com,naser333@msn.com,0567634444,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al-Etihad Chemical Co. Factory for Dry Cleaning Chemicals,,hotmail.com,alsageer-hvac@hotmail.com,0552250444,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al-Rabban Co. Factory for Bitumen Derivatives and Water Insulators,,gmail.com,asbaflah@gmail.com,0509969996,الصناعات التحويلية الأخرى,Al Kharj,
,,Saita Abdullah Al-Qahtani Paints Factory,,gmail.com,s0500990015@gmail.com,0500990015,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Majed Abdullah Nahdi Factory for Asphalt Products,,hotmail.com,majed-alshabibi@hotmail.com,0509999925,الصناعات التحويلية الأخرى,Al Kharj,
,,Maru Riyadh Chemicals Factory,,gmail.com,sultan.mhmd390@gmail.com,0504441840,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Al-Hadaf Level Factory for Fertilizers,,hadaflevel.com.sa,jalamneh@hadaflevel.com.sa,0505101060,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Mawkefa Factory for Asphalt Insulations,,gmail.com,naif0555227044@gmail.com,0555227044,الصناعات التحويلية الأخرى,Al Kharj,
,,Nabat Al-Ard Factory for the Production of Fertilizers and Bio-pesticides,,hotmail.com,a_algasem@hotmail.com,0595959512,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Naqa Factory for Paints and Pastes,,naqapaint.com,info@naqapaint.com,0555439269,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Nahr Al-Senaat Factory for Sodium Silicate,,gmil.com,ali924444@gmil.com,0505818016,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Nou' El-Khair Factory for Water Treatment Chemicals,,hotmail.com,naw_chemicals@hotmail.com,0504803464,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Wael Hussein Salama Factory for Paints,,hotmail.com,salamsafran@hotmail.com,0555308801,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Saudi Industrial Paints Company (SIPCO),,sipco.com.sa,info@sipco.com.sa,0536000062,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Arab Co. for Metal & Chemicals,,misaudi.com,mshahrani@misaudi.com,0559550725,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Modern Exhaust Pipe & Iron Factory,,hotmail.com,e-steel@hotmail.com,0505876530,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,Saudi Gas Cylinder Factory,,almoajilholding.com,azahrani@almoajilholding.com,0599968959,صنع منتجات المطاط والبلاستك,Dammam,
,,Hempel Paints (Saudi Arabia) Co.,,sa.hempel.com,yual@sa.hempel.com,0550660011,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Al Babtain Plastic & Insulation Materials Manufacturing Factory,,albabtainplastic.com,info@albabtainplastic.com,0503200250,صنع منتجات المطاط والبلاستك,Dammam,
,,Chemical Industries Co. Ltd. For Construction,,gerflorme.com,hsaleh@gerflorme.com,0555160883,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi Transformer Co. Ltd.,,sauditransformers.com,hanik@sauditransformers.com,0550502459,صنع المعدات الكهربائية,Dammam,
,,Baroid Saudi Arabia Co. Ltd.,,hotmail.com,b_aroid@hotmail.com,0500508409,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Tenhat Mining Co.,,tanhatmining.com,factory@tanhatmining.com,0504684002,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,"Sigma Paints Saudi Arabia Co., Ltd.",,sigmapaints.com,sami.marzooq@sigmapaints.com,0503848025,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,NAPCO Modern Plastic Products Company,,napcogroup.com,adahan@napcogroup.com,0504823990,صنع منتجات المطاط والبلاستك,Dammam,
,,Al-Asid Modern Company,,modernacid.com,mail@modernacid.com,0550500226,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Al-Jazirah Aluminum Plant,,alumjaz.com,info@alumjaz.com,0553111471,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Abdullah Hashim Factory for Equipment and Gases,,er.ahg.com.sa,salami@er.ahg.com.sa,0556691414,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Construction Materials Chemicals Factory,,cmci-sa.com,moussa@cmci-sa.com,0505889479,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,ARASCO Chemicals Factory (ARCHEM),,arasco.com,archem@arasco.com,0506014991,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi Industrial Detergents Company (SIDCO),,sidco.com.sa,raddad@sidco.com.sa,0559266711,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi Ready-mix Concrete Company,,saudireadymix.com.sa,mohammed.alshehri@saudireadymix.com.sa,0555864563,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,Saudi Chemical Company,,atco.com.sa,alashqar@atco.com.sa,0565169007,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Arab Paper Manufacturing Co. Ltd. - Waraq,,waraq.com,hussam.almulla@waraq.com,0507731995,صنع الورق ومنتجات الورق,Dammam,
,,Arabian Galvanizing Factory,,agc.com.sa,subra@agc.com.sa,0505193699,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,United  Lubricating Oil Treatment Company,,unilubeco.com,mohammad@unilubeco.com,0505959834,صنع فحم الكوك والمنتجات النفطية المكررة,Dammam,
,,United Coatings Manufacturing Company (Unicoat),,ucicoat.com,hussainbader@ucicoat.com,0560665297,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Modern Factory for Adhesive Products,,h.com,hdjh@h.com,0535552636,صنع منتجات المطاط والبلاستك,Dammam,
,,Saudi Iron Pellet Plant,,gmail.com,rakanaljohar1@gmail.com,0544222927,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,Saudi Petroleum Equipment Factory,,aalsuwaiket.com,showgi@aalsuwaiket.com,0500510870,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Al-Sharqiya Establishment for Metal lifting Platforms and Steel Plates,,yahoo.com,eppc_dammam@yahoo.com,0536005525,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Abahussain Niue Industrial Co. Ltd.,,abahsain.net,abnew@abahsain.net,0506082984,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Gulf Chemicals and Industrial Oils Co.,,gcir.com.sa,reda@gcir.com.sa,0536611336,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Al Derbas Asphalt Emulsion Co.,,alderbas.com,tawfeek@alderbas.com,0507766426,صنع فحم الكوك والمنتجات النفطية المكررة,Dammam,
,,Zamil Process Equipment Company  (ZPEC),,zamilindustrial.com,ramzi@zamilindustrial.com,0555932328,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Modern Industries Company - Tide,,pg.com,alabbad.ha@pg.com,0555290218,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi Industrial Gas Co. (SIGAS),,sigasco.com,zahir@sigasco.com,0551996995,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Disposable Catering Packaging Materials Production Company,,cadisme.com,hisham.seif@cadisme.com,0543042222,صنع منتجات المطاط والبلاستك,Dammam,
,,Oren Chemical Manufacturing Company,,orenme.com,alihassan@orenme.com,0504958386,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi BASF for Building Materials Co.,,basf.com,enquirycc.saudi@basf.com,0556002445,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Saudi Bea Fasteners Manufacturing Company,,mts.com.sa,dawood.alrashed@mts.com.sa,0504832857,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Redayat Kamika Co. Ltd. for Protection Coating,,rezayat.com.sa,rezcoat@rezayat.com.sa,0503850098,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Sinthomer Middle East Company,,synthomer.com,mohsen.aljermeez@synthomer.com,0503876836,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
